Emotion,Gender,Path
disgust,male,audio_speech_actors_01-24/Actor_01/03-01-07-01-01-02-01.wav
disgust,male,audio_speech_actors_01-24/Actor_01/03-01-07-01-02-01-01.wav
disgust,male,audio_speech_actors_01-24/Actor_01/03-01-07-01-02-02-01.wav
disgust,male,audio_speech_actors_01-24/Actor_01/03-01-07-02-01-01-01.wav
disgust,male,audio_speech_actors_01-24/Actor_01/03-01-07-02-01-02-01.wav
disgust,male,audio_speech_actors_01-24/Actor_01/03-01-07-02-02-01-01.wav
disgust,male,audio_speech_actors_01-24/Actor_01/03-01-07-02-02-02-01.wav
surprised,male,audio_speech_actors_01-24/Actor_01/03-01-08-01-01-01-01.wav
surprised,male,audio_speech_actors_01-24/Actor_01/03-01-08-01-01-02-01.wav
surprised,male,audio_speech_actors_01-24/Actor_01/03-01-08-01-02-01-01.wav
surprised,male,audio_speech_actors_01-24/Actor_01/03-01-08-01-02-02-01.wav
surprised,male,audio_speech_actors_01-24/Actor_01/03-01-08-02-01-01-01.wav
surprised,male,audio_speech_actors_01-24/Actor_01/03-01-08-02-01-02-01.wav
surprised,male,audio_speech_actors_01-24/Actor_01/03-01-08-02-02-01-01.wav
surprised,male,audio_speech_actors_01-24/Actor_01/03-01-08-02-02-02-01.wav
neutral,female,audio_speech_actors_01-24/Actor_02/03-01-01-01-01-01-02.wav
neutral,female,audio_speech_actors_01-24/Actor_02/03-01-01-01-01-02-02.wav
neutral,female,audio_speech_actors_01-24/Actor_02/03-01-01-01-02-01-02.wav
neutral,female,audio_speech_actors_01-24/Actor_02/03-01-01-01-02-02-02.wav
calm,female,audio_speech_actors_01-24/Actor_02/03-01-02-01-01-01-02.wav
calm,female,audio_speech_actors_01-24/Actor_02/03-01-02-01-01-02-02.wav
calm,female,audio_speech_actors_01-24/Actor_02/03-01-02-01-02-01-02.wav
calm,female,audio_speech_actors_01-24/Actor_02/03-01-02-01-02-02-02.wav
calm,female,audio_speech_actors_01-24/Actor_02/03-01-02-02-01-01-02.wav
calm,female,audio_speech_actors_01-24/Actor_02/03-01-02-02-01-02-02.wav
calm,female,audio_speech_actors_01-24/Actor_02/03-01-02-02-02-01-02.wav
calm,female,audio_speech_actors_01-24/Actor_02/03-01-02-02-02-02-02.wav
happy,female,audio_speech_actors_01-24/Actor_02/03-01-03-01-01-01-02.wav
happy,female,audio_speech_actors_01-24/Actor_02/03-01-03-01-01-02-02.wav
happy,female,audio_speech_actors_01-24/Actor_02/03-01-03-01-02-01-02.wav
happy,female,audio_speech_actors_01-24/Actor_02/03-01-03-01-02-02-02.wav
happy,female,audio_speech_actors_01-24/Actor_02/03-01-03-02-01-01-02.wav
happy,female,audio_speech_actors_01-24/Actor_02/03-01-03-02-01-02-02.wav
happy,female,audio_speech_actors_01-24/Actor_02/03-01-03-02-02-01-02.wav
happy,female,audio_speech_actors_01-24/Actor_02/03-01-03-02-02-02-02.wav
sad,female,audio_speech_actors_01-24/Actor_02/03-01-04-01-01-01-02.wav
sad,female,audio_speech_actors_01-24/Actor_02/03-01-04-01-01-02-02.wav
sad,female,audio_speech_actors_01-24/Actor_02/03-01-04-01-02-01-02.wav
sad,female,audio_speech_actors_01-24/Actor_02/03-01-04-01-02-02-02.wav
sad,female,audio_speech_actors_01-24/Actor_02/03-01-04-02-01-01-02.wav
sad,female,audio_speech_actors_01-24/Actor_02/03-01-04-02-01-02-02.wav
sad,female,audio_speech_actors_01-24/Actor_02/03-01-04-02-02-01-02.wav
sad,female,audio_speech_actors_01-24/Actor_02/03-01-04-02-02-02-02.wav
angry,female,audio_speech_actors_01-24/Actor_02/03-01-05-01-01-01-02.wav
angry,female,audio_speech_actors_01-24/Actor_02/03-01-05-01-01-02-02.wav
angry,female,audio_speech_actors_01-24/Actor_02/03-01-05-01-02-01-02.wav
angry,female,audio_speech_actors_01-24/Actor_02/03-01-05-01-02-02-02.wav
angry,female,audio_speech_actors_01-24/Actor_02/03-01-05-02-01-01-02.wav
angry,female,audio_speech_actors_01-24/Actor_02/03-01-05-02-01-02-02.wav
angry,female,audio_speech_actors_01-24/Actor_02/03-01-05-02-02-01-02.wav
angry,female,audio_speech_actors_01-24/Actor_02/03-01-05-02-02-02-02.wav
fearful,female,audio_speech_actors_01-24/Actor_02/03-01-06-01-01-01-02.wav
fearful,female,audio_speech_actors_01-24/Actor_02/03-01-06-01-01-02-02.wav
fearful,female,audio_speech_actors_01-24/Actor_02/03-01-06-01-02-01-02.wav
fearful,female,audio_speech_actors_01-24/Actor_02/03-01-06-01-02-02-02.wav
fearful,female,audio_speech_actors_01-24/Actor_02/03-01-06-02-01-01-02.wav
fearful,female,audio_speech_actors_01-24/Actor_02/03-01-06-02-01-02-02.wav
fearful,female,audio_speech_actors_01-24/Actor_02/03-01-06-02-02-01-02.wav
fearful,female,audio_speech_actors_01-24/Actor_02/03-01-06-02-02-02-02.wav
disgust,female,audio_speech_actors_01-24/Actor_02/03-01-07-01-01-01-02.wav
disgust,female,audio_speech_actors_01-24/Actor_02/03-01-07-01-01-02-02.wav
disgust,female,audio_speech_actors_01-24/Actor_02/03-01-07-01-02-01-02.wav
disgust,female,audio_speech_actors_01-24/Actor_02/03-01-07-01-02-02-02.wav
disgust,female,audio_speech_actors_01-24/Actor_02/03-01-07-02-01-01-02.wav
disgust,female,audio_speech_actors_01-24/Actor_02/03-01-07-02-01-02-02.wav
disgust,female,audio_speech_actors_01-24/Actor_02/03-01-07-02-02-01-02.wav
disgust,female,audio_speech_actors_01-24/Actor_02/03-01-07-02-02-02-02.wav
surprised,female,audio_speech_actors_01-24/Actor_02/03-01-08-01-01-01-02.wav
surprised,female,audio_speech_actors_01-24/Actor_02/03-01-08-01-01-02-02.wav
surprised,female,audio_speech_actors_01-24/Actor_02/03-01-08-01-02-01-02.wav
surprised,female,audio_speech_actors_01-24/Actor_02/03-01-08-01-02-02-02.wav
surprised,female,audio_speech_actors_01-24/Actor_02/03-01-08-02-01-01-02.wav
surprised,female,audio_speech_actors_01-24/Actor_02/03-01-08-02-01-02-02.wav
surprised,female,audio_speech_actors_01-24/Actor_02/03-01-08-02-02-01-02.wav
surprised,female,audio_speech_actors_01-24/Actor_02/03-01-08-02-02-02-02.wav
neutral,male,audio_speech_actors_01-24/Actor_03/03-01-01-01-01-01-03.wav
neutral,male,audio_speech_actors_01-24/Actor_03/03-01-01-01-01-02-03.wav
neutral,male,audio_speech_actors_01-24/Actor_03/03-01-01-01-02-01-03.wav
neutral,male,audio_speech_actors_01-24/Actor_03/03-01-01-01-02-02-03.wav
calm,male,audio_speech_actors_01-24/Actor_03/03-01-02-01-01-01-03.wav
calm,male,audio_speech_actors_01-24/Actor_03/03-01-02-01-01-02-03.wav
calm,male,audio_speech_actors_01-24/Actor_03/03-01-02-01-02-01-03.wav
calm,male,audio_speech_actors_01-24/Actor_03/03-01-02-01-02-02-03.wav
calm,male,audio_speech_actors_01-24/Actor_03/03-01-02-02-01-01-03.wav
calm,male,audio_speech_actors_01-24/Actor_03/03-01-02-02-01-02-03.wav
calm,male,audio_speech_actors_01-24/Actor_03/03-01-02-02-02-01-03.wav
calm,male,audio_speech_actors_01-24/Actor_03/03-01-02-02-02-02-03.wav
happy,male,audio_speech_actors_01-24/Actor_03/03-01-03-01-01-01-03.wav
happy,male,audio_speech_actors_01-24/Actor_03/03-01-03-01-01-02-03.wav
happy,male,audio_speech_actors_01-24/Actor_03/03-01-03-01-02-01-03.wav
happy,male,audio_speech_actors_01-24/Actor_03/03-01-03-01-02-02-03.wav
happy,male,audio_speech_actors_01-24/Actor_03/03-01-03-02-01-01-03.wav
happy,male,audio_speech_actors_01-24/Actor_03/03-01-03-02-01-02-03.wav
happy,male,audio_speech_actors_01-24/Actor_03/03-01-03-02-02-01-03.wav
happy,male,audio_speech_actors_01-24/Actor_03/03-01-03-02-02-02-03.wav
sad,male,audio_speech_actors_01-24/Actor_03/03-01-04-01-01-01-03.wav
sad,male,audio_speech_actors_01-24/Actor_03/03-01-04-01-01-02-03.wav
sad,male,audio_speech_actors_01-24/Actor_03/03-01-04-01-02-01-03.wav
sad,male,audio_speech_actors_01-24/Actor_03/03-01-04-01-02-02-03.wav
sad,male,audio_speech_actors_01-24/Actor_03/03-01-04-02-01-01-03.wav
sad,male,audio_speech_actors_01-24/Actor_03/03-01-04-02-01-02-03.wav
sad,male,audio_speech_actors_01-24/Actor_03/03-01-04-02-02-01-03.wav
sad,male,audio_speech_actors_01-24/Actor_03/03-01-04-02-02-02-03.wav
angry,male,audio_speech_actors_01-24/Actor_03/03-01-05-01-01-01-03.wav
angry,male,audio_speech_actors_01-24/Actor_03/03-01-05-01-01-02-03.wav
angry,male,audio_speech_actors_01-24/Actor_03/03-01-05-01-02-01-03.wav
angry,male,audio_speech_actors_01-24/Actor_03/03-01-05-01-02-02-03.wav
angry,male,audio_speech_actors_01-24/Actor_03/03-01-05-02-01-01-03.wav
angry,male,audio_speech_actors_01-24/Actor_03/03-01-05-02-01-02-03.wav
angry,male,audio_speech_actors_01-24/Actor_03/03-01-05-02-02-01-03.wav
angry,male,audio_speech_actors_01-24/Actor_03/03-01-05-02-02-02-03.wav
fearful,male,audio_speech_actors_01-24/Actor_03/03-01-06-01-01-01-03.wav
fearful,male,audio_speech_actors_01-24/Actor_03/03-01-06-01-01-02-03.wav
fearful,male,audio_speech_actors_01-24/Actor_03/03-01-06-01-02-01-03.wav
fearful,male,audio_speech_actors_01-24/Actor_03/03-01-06-01-02-02-03.wav
fearful,male,audio_speech_actors_01-24/Actor_03/03-01-06-02-01-01-03.wav
fearful,male,audio_speech_actors_01-24/Actor_03/03-01-06-02-01-02-03.wav
fearful,male,audio_speech_actors_01-24/Actor_03/03-01-06-02-02-01-03.wav
fearful,male,audio_speech_actors_01-24/Actor_03/03-01-06-02-02-02-03.wav
disgust,male,audio_speech_actors_01-24/Actor_03/03-01-07-01-01-01-03.wav
disgust,male,audio_speech_actors_01-24/Actor_03/03-01-07-01-01-02-03.wav
disgust,male,audio_speech_actors_01-24/Actor_03/03-01-07-01-02-01-03.wav
disgust,male,audio_speech_actors_01-24/Actor_03/03-01-07-01-02-02-03.wav
disgust,male,audio_speech_actors_01-24/Actor_03/03-01-07-02-01-01-03.wav
disgust,male,audio_speech_actors_01-24/Actor_03/03-01-07-02-01-02-03.wav
disgust,male,audio_speech_actors_01-24/Actor_03/03-01-07-02-02-01-03.wav
disgust,male,audio_speech_actors_01-24/Actor_03/03-01-07-02-02-02-03.wav
surprised,male,audio_speech_actors_01-24/Actor_03/03-01-08-01-01-01-03.wav
surprised,male,audio_speech_actors_01-24/Actor_03/03-01-08-01-01-02-03.wav
surprised,male,audio_speech_actors_01-24/Actor_03/03-01-08-01-02-01-03.wav
surprised,male,audio_speech_actors_01-24/Actor_03/03-01-08-01-02-02-03.wav
surprised,male,audio_speech_actors_01-24/Actor_03/03-01-08-02-01-01-03.wav
surprised,male,audio_speech_actors_01-24/Actor_03/03-01-08-02-01-02-03.wav
surprised,male,audio_speech_actors_01-24/Actor_03/03-01-08-02-02-01-03.wav
surprised,male,audio_speech_actors_01-24/Actor_03/03-01-08-02-02-02-03.wav
neutral,female,audio_speech_actors_01-24/Actor_04/03-01-01-01-01-01-04.wav
neutral,female,audio_speech_actors_01-24/Actor_04/03-01-01-01-01-02-04.wav
neutral,female,audio_speech_actors_01-24/Actor_04/03-01-01-01-02-01-04.wav
neutral,female,audio_speech_actors_01-24/Actor_04/03-01-01-01-02-02-04.wav
calm,female,audio_speech_actors_01-24/Actor_04/03-01-02-01-01-01-04.wav
calm,female,audio_speech_actors_01-24/Actor_04/03-01-02-01-01-02-04.wav
calm,female,audio_speech_actors_01-24/Actor_04/03-01-02-01-02-01-04.wav
calm,female,audio_speech_actors_01-24/Actor_04/03-01-02-01-02-02-04.wav
calm,female,audio_speech_actors_01-24/Actor_04/03-01-02-02-01-01-04.wav
calm,female,audio_speech_actors_01-24/Actor_04/03-01-02-02-01-02-04.wav
calm,female,audio_speech_actors_01-24/Actor_04/03-01-02-02-02-01-04.wav
calm,female,audio_speech_actors_01-24/Actor_04/03-01-02-02-02-02-04.wav
happy,female,audio_speech_actors_01-24/Actor_04/03-01-03-01-01-01-04.wav
happy,female,audio_speech_actors_01-24/Actor_04/03-01-03-01-01-02-04.wav
happy,female,audio_speech_actors_01-24/Actor_04/03-01-03-01-02-01-04.wav
happy,female,audio_speech_actors_01-24/Actor_04/03-01-03-01-02-02-04.wav
happy,female,audio_speech_actors_01-24/Actor_04/03-01-03-02-01-01-04.wav
happy,female,audio_speech_actors_01-24/Actor_04/03-01-03-02-01-02-04.wav
happy,female,audio_speech_actors_01-24/Actor_04/03-01-03-02-02-01-04.wav
happy,female,audio_speech_actors_01-24/Actor_04/03-01-03-02-02-02-04.wav
sad,female,audio_speech_actors_01-24/Actor_04/03-01-04-01-01-01-04.wav
sad,female,audio_speech_actors_01-24/Actor_04/03-01-04-01-01-02-04.wav
sad,female,audio_speech_actors_01-24/Actor_04/03-01-04-01-02-01-04.wav
sad,female,audio_speech_actors_01-24/Actor_04/03-01-04-01-02-02-04.wav
sad,female,audio_speech_actors_01-24/Actor_04/03-01-04-02-01-01-04.wav
sad,female,audio_speech_actors_01-24/Actor_04/03-01-04-02-01-02-04.wav
sad,female,audio_speech_actors_01-24/Actor_04/03-01-04-02-02-01-04.wav
sad,female,audio_speech_actors_01-24/Actor_04/03-01-04-02-02-02-04.wav
angry,female,audio_speech_actors_01-24/Actor_04/03-01-05-01-01-01-04.wav
angry,female,audio_speech_actors_01-24/Actor_04/03-01-05-01-01-02-04.wav
angry,female,audio_speech_actors_01-24/Actor_04/03-01-05-01-02-01-04.wav
angry,female,audio_speech_actors_01-24/Actor_04/03-01-05-01-02-02-04.wav
angry,female,audio_speech_actors_01-24/Actor_04/03-01-05-02-01-01-04.wav
angry,female,audio_speech_actors_01-24/Actor_04/03-01-05-02-01-02-04.wav
angry,female,audio_speech_actors_01-24/Actor_04/03-01-05-02-02-01-04.wav
angry,female,audio_speech_actors_01-24/Actor_04/03-01-05-02-02-02-04.wav
fearful,female,audio_speech_actors_01-24/Actor_04/03-01-06-01-01-01-04.wav
fearful,female,audio_speech_actors_01-24/Actor_04/03-01-06-01-01-02-04.wav
fearful,female,audio_speech_actors_01-24/Actor_04/03-01-06-01-02-01-04.wav
fearful,female,audio_speech_actors_01-24/Actor_04/03-01-06-01-02-02-04.wav
fearful,female,audio_speech_actors_01-24/Actor_04/03-01-06-02-01-01-04.wav
fearful,female,audio_speech_actors_01-24/Actor_04/03-01-06-02-01-02-04.wav
fearful,female,audio_speech_actors_01-24/Actor_04/03-01-06-02-02-01-04.wav
fearful,female,audio_speech_actors_01-24/Actor_04/03-01-06-02-02-02-04.wav
disgust,female,audio_speech_actors_01-24/Actor_04/03-01-07-01-01-01-04.wav
disgust,female,audio_speech_actors_01-24/Actor_04/03-01-07-01-01-02-04.wav
disgust,female,audio_speech_actors_01-24/Actor_04/03-01-07-01-02-01-04.wav
disgust,female,audio_speech_actors_01-24/Actor_04/03-01-07-01-02-02-04.wav
disgust,female,audio_speech_actors_01-24/Actor_04/03-01-07-02-01-01-04.wav
disgust,female,audio_speech_actors_01-24/Actor_04/03-01-07-02-01-02-04.wav
disgust,female,audio_speech_actors_01-24/Actor_04/03-01-07-02-02-01-04.wav
disgust,female,audio_speech_actors_01-24/Actor_04/03-01-07-02-02-02-04.wav
surprised,female,audio_speech_actors_01-24/Actor_04/03-01-08-01-01-01-04.wav
surprised,female,audio_speech_actors_01-24/Actor_04/03-01-08-01-01-02-04.wav
surprised,female,audio_speech_actors_01-24/Actor_04/03-01-08-01-02-01-04.wav
surprised,female,audio_speech_actors_01-24/Actor_04/03-01-08-01-02-02-04.wav
surprised,female,audio_speech_actors_01-24/Actor_04/03-01-08-02-01-01-04.wav
surprised,female,audio_speech_actors_01-24/Actor_04/03-01-08-02-01-02-04.wav
surprised,female,audio_speech_actors_01-24/Actor_04/03-01-08-02-02-01-04.wav
surprised,female,audio_speech_actors_01-24/Actor_04/03-01-08-02-02-02-04.wav
neutral,male,audio_speech_actors_01-24/Actor_05/03-01-01-01-01-01-05.wav
neutral,male,audio_speech_actors_01-24/Actor_05/03-01-01-01-01-02-05.wav
neutral,male,audio_speech_actors_01-24/Actor_05/03-01-01-01-02-01-05.wav
neutral,male,audio_speech_actors_01-24/Actor_05/03-01-01-01-02-02-05.wav
calm,male,audio_speech_actors_01-24/Actor_05/03-01-02-01-01-01-05.wav
calm,male,audio_speech_actors_01-24/Actor_05/03-01-02-01-01-02-05.wav
calm,male,audio_speech_actors_01-24/Actor_05/03-01-02-01-02-01-05.wav
calm,male,audio_speech_actors_01-24/Actor_05/03-01-02-01-02-02-05.wav
calm,male,audio_speech_actors_01-24/Actor_05/03-01-02-02-01-01-05.wav
calm,male,audio_speech_actors_01-24/Actor_05/03-01-02-02-01-02-05.wav
calm,male,audio_speech_actors_01-24/Actor_05/03-01-02-02-02-01-05.wav
calm,male,audio_speech_actors_01-24/Actor_05/03-01-02-02-02-02-05.wav
happy,male,audio_speech_actors_01-24/Actor_05/03-01-03-01-01-01-05.wav
happy,male,audio_speech_actors_01-24/Actor_05/03-01-03-01-01-02-05.wav
happy,male,audio_speech_actors_01-24/Actor_05/03-01-03-01-02-01-05.wav
happy,male,audio_speech_actors_01-24/Actor_05/03-01-03-01-02-02-05.wav
happy,male,audio_speech_actors_01-24/Actor_05/03-01-03-02-01-01-05.wav
happy,male,audio_speech_actors_01-24/Actor_05/03-01-03-02-01-02-05.wav
happy,male,audio_speech_actors_01-24/Actor_05/03-01-03-02-02-01-05.wav
happy,male,audio_speech_actors_01-24/Actor_05/03-01-03-02-02-02-05.wav
sad,male,audio_speech_actors_01-24/Actor_05/03-01-04-01-01-01-05.wav
sad,male,audio_speech_actors_01-24/Actor_05/03-01-04-01-01-02-05.wav
sad,male,audio_speech_actors_01-24/Actor_05/03-01-04-01-02-01-05.wav
sad,male,audio_speech_actors_01-24/Actor_05/03-01-04-01-02-02-05.wav
sad,male,audio_speech_actors_01-24/Actor_05/03-01-04-02-01-01-05.wav
sad,male,audio_speech_actors_01-24/Actor_05/03-01-04-02-01-02-05.wav
sad,male,audio_speech_actors_01-24/Actor_05/03-01-04-02-02-01-05.wav
sad,male,audio_speech_actors_01-24/Actor_05/03-01-04-02-02-02-05.wav
angry,male,audio_speech_actors_01-24/Actor_05/03-01-05-01-01-01-05.wav
angry,male,audio_speech_actors_01-24/Actor_05/03-01-05-01-01-02-05.wav
angry,male,audio_speech_actors_01-24/Actor_05/03-01-05-01-02-01-05.wav
angry,male,audio_speech_actors_01-24/Actor_05/03-01-05-01-02-02-05.wav
angry,male,audio_speech_actors_01-24/Actor_05/03-01-05-02-01-01-05.wav
angry,male,audio_speech_actors_01-24/Actor_05/03-01-05-02-01-02-05.wav
angry,male,audio_speech_actors_01-24/Actor_05/03-01-05-02-02-01-05.wav
angry,male,audio_speech_actors_01-24/Actor_05/03-01-05-02-02-02-05.wav
fearful,male,audio_speech_actors_01-24/Actor_05/03-01-06-01-01-01-05.wav
fearful,male,audio_speech_actors_01-24/Actor_05/03-01-06-01-01-02-05.wav
fearful,male,audio_speech_actors_01-24/Actor_05/03-01-06-01-02-01-05.wav
fearful,male,audio_speech_actors_01-24/Actor_05/03-01-06-01-02-02-05.wav
fearful,male,audio_speech_actors_01-24/Actor_05/03-01-06-02-01-01-05.wav
fearful,male,audio_speech_actors_01-24/Actor_05/03-01-06-02-01-02-05.wav
fearful,male,audio_speech_actors_01-24/Actor_05/03-01-06-02-02-01-05.wav
fearful,male,audio_speech_actors_01-24/Actor_05/03-01-06-02-02-02-05.wav
disgust,male,audio_speech_actors_01-24/Actor_05/03-01-07-01-01-01-05.wav
disgust,male,audio_speech_actors_01-24/Actor_05/03-01-07-01-01-02-05.wav
disgust,male,audio_speech_actors_01-24/Actor_05/03-01-07-01-02-01-05.wav
disgust,male,audio_speech_actors_01-24/Actor_05/03-01-07-01-02-02-05.wav
disgust,male,audio_speech_actors_01-24/Actor_05/03-01-07-02-01-01-05.wav
disgust,male,audio_speech_actors_01-24/Actor_05/03-01-07-02-01-02-05.wav
disgust,male,audio_speech_actors_01-24/Actor_05/03-01-07-02-02-01-05.wav
disgust,male,audio_speech_actors_01-24/Actor_05/03-01-07-02-02-02-05.wav
surprised,male,audio_speech_actors_01-24/Actor_05/03-01-08-01-01-01-05.wav
surprised,male,audio_speech_actors_01-24/Actor_05/03-01-08-01-01-02-05.wav
surprised,male,audio_speech_actors_01-24/Actor_05/03-01-08-01-02-01-05.wav
surprised,male,audio_speech_actors_01-24/Actor_05/03-01-08-01-02-02-05.wav
surprised,male,audio_speech_actors_01-24/Actor_05/03-01-08-02-01-01-05.wav
surprised,male,audio_speech_actors_01-24/Actor_05/03-01-08-02-01-02-05.wav
surprised,male,audio_speech_actors_01-24/Actor_05/03-01-08-02-02-01-05.wav
surprised,male,audio_speech_actors_01-24/Actor_05/03-01-08-02-02-02-05.wav
neutral,female,audio_speech_actors_01-24/Actor_06/03-01-01-01-01-01-06.wav
neutral,female,audio_speech_actors_01-24/Actor_06/03-01-01-01-01-02-06.wav
neutral,female,audio_speech_actors_01-24/Actor_06/03-01-01-01-02-01-06.wav
neutral,female,audio_speech_actors_01-24/Actor_06/03-01-01-01-02-02-06.wav
calm,female,audio_speech_actors_01-24/Actor_06/03-01-02-01-01-01-06.wav
calm,female,audio_speech_actors_01-24/Actor_06/03-01-02-01-01-02-06.wav
calm,female,audio_speech_actors_01-24/Actor_06/03-01-02-01-02-01-06.wav
calm,female,audio_speech_actors_01-24/Actor_06/03-01-02-01-02-02-06.wav
calm,female,audio_speech_actors_01-24/Actor_06/03-01-02-02-01-01-06.wav
calm,female,audio_speech_actors_01-24/Actor_06/03-01-02-02-01-02-06.wav
calm,female,audio_speech_actors_01-24/Actor_06/03-01-02-02-02-01-06.wav
calm,female,audio_speech_actors_01-24/Actor_06/03-01-02-02-02-02-06.wav
happy,female,audio_speech_actors_01-24/Actor_06/03-01-03-01-01-01-06.wav
happy,female,audio_speech_actors_01-24/Actor_06/03-01-03-01-01-02-06.wav
happy,female,audio_speech_actors_01-24/Actor_06/03-01-03-01-02-01-06.wav
happy,female,audio_speech_actors_01-24/Actor_06/03-01-03-01-02-02-06.wav
happy,female,audio_speech_actors_01-24/Actor_06/03-01-03-02-01-01-06.wav
happy,female,audio_speech_actors_01-24/Actor_06/03-01-03-02-01-02-06.wav
happy,female,audio_speech_actors_01-24/Actor_06/03-01-03-02-02-01-06.wav
happy,female,audio_speech_actors_01-24/Actor_06/03-01-03-02-02-02-06.wav
sad,female,audio_speech_actors_01-24/Actor_06/03-01-04-01-01-01-06.wav
sad,female,audio_speech_actors_01-24/Actor_06/03-01-04-01-01-02-06.wav
sad,female,audio_speech_actors_01-24/Actor_06/03-01-04-01-02-01-06.wav
sad,female,audio_speech_actors_01-24/Actor_06/03-01-04-01-02-02-06.wav
sad,female,audio_speech_actors_01-24/Actor_06/03-01-04-02-01-01-06.wav
sad,female,audio_speech_actors_01-24/Actor_06/03-01-04-02-01-02-06.wav
sad,female,audio_speech_actors_01-24/Actor_06/03-01-04-02-02-01-06.wav
sad,female,audio_speech_actors_01-24/Actor_06/03-01-04-02-02-02-06.wav
angry,female,audio_speech_actors_01-24/Actor_06/03-01-05-01-01-01-06.wav
angry,female,audio_speech_actors_01-24/Actor_06/03-01-05-01-01-02-06.wav
angry,female,audio_speech_actors_01-24/Actor_06/03-01-05-01-02-01-06.wav
angry,female,audio_speech_actors_01-24/Actor_06/03-01-05-01-02-02-06.wav
angry,female,audio_speech_actors_01-24/Actor_06/03-01-05-02-01-01-06.wav
angry,female,audio_speech_actors_01-24/Actor_06/03-01-05-02-01-02-06.wav
angry,female,audio_speech_actors_01-24/Actor_06/03-01-05-02-02-01-06.wav
angry,female,audio_speech_actors_01-24/Actor_06/03-01-05-02-02-02-06.wav
fearful,female,audio_speech_actors_01-24/Actor_06/03-01-06-01-01-01-06.wav
